Qty,Value,Device,Package,Parts,Description,ARROW_PART_NUMBER,ARROW_PRICE-STOCK,AVAILABILITY,CENTROID_NOT_SPECIFIED,CHECK_PRICES,COPYRIGHT,DATASHEET,DESCRIPTION,DIGIKEY_DESCRIPTION,DIGIKEY_PART_NUMBER,HEIGHT,LEAD_FREE,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,MF,MFR_NAME,MOUSER_PART_NUMBER,MOUSER_PRICE-STOCK,MOUSER_TESTING_PART_NUMBER,MOUSER_TESTING_PRICE-STOCK,MP,MPN,PACKAGE,POPULARITY,PREFIX,PRICE,PROD_ID,PURCHASE-URL,ROHS,SNAPEDA_LINK,SPICEMODEL,SPICEPREFIX,TEMPERATURE_RANGE_HIGH,TEMPERATURE_RANGE_LOW,TP_SIGNAL_NAME,VALUE
1,200,ESP32_WROVER_EAGLE-LTSPICE_RR0402,ESP32_WROVER_EAGLE-LTSPICE_R0402,R1_BAT,"RESISTOR, European symbol",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9itd6HouwDNkBJ6EbvJG_W1dvQ33O37oQvrBIGmAmWf7WaTE1x7V-fhYVb8BzYSgNk10lRrx9ydF05rSu_yF-RcTLzrvVqKpyEMsu1tWML3F5NsDK3eYvMDWLFReFpcpYcQT6VJIIHxe2IkeuwFaNGGth_bPArqAVRLfjMYZDlSoV5_e61wrdrMeBLi53h3S0fpxDEX4TLvuLsi8JJGhgQx2voMmyqY6gjXW05FuTS5Qg0wN73a4RXBC7fJniBn8yriZXPMyggVMPVjL_9j3a1i4URi-pLFft7-_hLLLd0kX-uUouNvW0LzSWKkqNJlO6y1UWqDYMRLOE2dWFnrHj_3dksoFiwKXmoFw3sFOj5NXRaA6wxikMMMYZ3-gooWmAhCzEczgqDfXEQesLsiJT4-XFNfgt7LRuH9NmM38ieQHEqyxGFi6kd4X6I0KTHQLg2-V8XlyekPtBCU8gDdPBhOQ17Oj7rYC0lA0EcA__td0qxqTJ8t7VxJcv7gPOP6anfgCpsnupcmJj6zFPjIrtqj4NWwwbbecRBKOv7doyTdwmzqoyGGrGPY7DQKSHciWg8cX6Hc3D7dmNS4mPEOJOOKewle43KybI4UJMP_UcC5JA,,,,,,,,,,,,,,,,,,,,,https://componentsearchengine.com/part-view/R0402%201%25%20100%20K%20(RC0402FR-07100KL)/YAGEO,,,NONE,R,,,,
2,20V/4.2A/52mO/1.4W,ESP32_WROVER_SPARKFUN-DISCRETESEMI_MOSFET_PCH-DMG2305UX-7,ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3,"Q1, Q2",P-channel MOSFETs,,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9htqjPHN9-H5PBy53yJrrJZbBH4NAdcIMgEdV_gE1O6mVpxBjQq-HnrRVl4ju3mUj1MvOu9WoqnIQyy7W1YwvcX9VCRJhgRdTTXzdu_kskJxI7qHOaJ0KNYNdgDqe7ulUDDBYEvyQzFh2GA3-28PfZUrgL3V_Lp9QnbJWkRGpsoauJlc8zKCBUw9WMv_2PdrWLhRGL6ksV-3v7-Esst3SRf65Si429bQvNJYqSo0mU7rLVRaoNgxEs4TZ1YWeseP_d2SygWLApeagXDewU6Pk1ddWdYU4uXGjkOLNAQNTd3lULMRzOCoN9cRB6wuyIlPj5cU1-C3stG4f02YzfyJ5AcSrLEYWLqR3hfojQpMdAuDb5XxeXJ6Q-0EJTyAN08GE5IU7v-fDrD_q-Vag1rwTbBavWRcsShwa_HGaTwIgGWIRKUZFpYTAm1NA4_5an7HefUXWkuoQm8jiWo1ELn1nvqewle43KybI4UJMP_UcC5JA,,,,,,,,,,,,,,,,,,,,TRAN-14388,https://componentsearchengine.com/part-view/DMG2305UX-7/Diodes%20Incorporated,,,,,,,,20V/4.2A/52mO/1.4W
1,2k,ESP32_WROVER_EAGLE-LTSPICE_RR0402,ESP32_WROVER_EAGLE-LTSPICE_R0402,R2_BAT,"RESISTOR, European symbol",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9itd6HouwDNkBJ6EbvJG_W1dvQ33O37oQvrBIGmAmWf7WaTE1x7V-fhYVb8BzYSgNk10lRrx9ydF05rSu_yF-RcTLzrvVqKpyEMsu1tWML3F5NsDK3eYvMDWLFReFpcpYcQT6VJIIHxe2IkeuwFaNGGth_bPArqAVRLfjMYZDlSoV5_e61wrdrMeBLi53h3S0fpxDEX4TLvuLsi8JJGhgQx2voMmyqY6gjXW05FuTS5Qg0wN73a4RXBC7fJniBn8yriZXPMyggVMPVjL_9j3a1i4URi-pLFft7-_hLLLd0kX-uUouNvW0LzSWKkqNJlO6y1UWqDYMRLOE2dWFnrHj_3dksoFiwKXmoFw3sFOj5NXRaA6wxikMMMYZ3-gooWmAhCzEczgqDfXEQesLsiJT4-XFNfgt7LRuH9NmM38ieQHEqyxGFi6kd4X6I0KTHQLg2-V8XlyekPtBCU8gDdPBhOQ17Oj7rYC0lA0EcA__td0qxqTJ8t7VxJcv7gPOP6anfgCpsnupcmJj6zFPjIrtqj4NWwwbbecRBKOv7doyTdwmzqoyGGrGPY7DQKSHciWg8cX6Hc3D7dmNS4mPEOJOOKewle43KybI4UJMP_UcC5JA,,,,,,,,,,,,,,,,,,,,,https://componentsearchengine.com/part-view/R0402%201%25%20100%20K%20(RC0402FR-07100KL)/YAGEO,,,NONE,R,,,,
5,4.7uF,EAGLE-LTSPICE_CC0402,EAGLE-LTSPICE_C0402,"C1_BAT, C1_BAT1, C1_BAT2, C2_BAT, C5_USB","CAPACITOR, European symbol",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9h563cqbgR_5FGhiODcKT6azv7bSl5nuf_JbmcPl67LIOD-eFH0dQ5fGmWruxh3uWK4JYZuB-i4MbVubNKkJqcAl7rmj7IKAxZwWIidrEE_O9YHItfw9jZIKvxDC3Fmxf2A3jPViXxxSb8puVdYU1vjFrGj4C4j3MQJPvMTLLXd109bZbh1EHlqKKHwGAPIsJR5wnCkYKjt_galChG2g-tUGhuZxxGHVJAB9kHFTePl2_fOpK4rSyv0E39-OWELIXBGhhMPJGAAGKQ83JEdAPJEN1TAtcAMrHfEumpc1S_xNxIdcCjpaqX0g5-E_9PFrJYHw2aOeJGTED4JbLnJvUy704Y-nl5NdOMg1BPRC9YHY2X8PJly7fP8q8mX88KmeJAdNrmW_LmmbH7vpy4MJXP29Xzxz2HlQU883Gl9rboWdRognDi_xz_Ik6wrQ9G4ExNFZzyX8xSZEEEslkB89dTj,,,,,,,,,,,,,,,,,,,,,https://componentsearchengine.com/part-view/0805Y2500471FCR/Knowles,,,NONE,C,,,,
1,4.7uF/25V,EAGLE-LTSPICE_CC0402,EAGLE-LTSPICE_C0402,C4,"CAPACITOR, European symbol",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9h563cqbgR_5FGhiODcKT6azv7bSl5nuf_JbmcPl67LIOD-eFH0dQ5fGmWruxh3uWK4JYZuB-i4MbVubNKkJqcAl7rmj7IKAxZwWIidrEE_O9YHItfw9jZIKvxDC3Fmxf2A3jPViXxxSb8puVdYU1vjFrGj4C4j3MQJPvMTLLXd109bZbh1EHlqKKHwGAPIsJR5wnCkYKjt_galChG2g-tUGhuZxxGHVJAB9kHFTePl2_fOpK4rSyv0E39-OWELIXBGhhMPJGAAGKQ83JEdAPJEN1TAtcAMrHfEumpc1S_xNxIdcCjpaqX0g5-E_9PFrJYHw2aOeJGTED4JbLnJvUy704Y-nl5NdOMg1BPRC9YHY2X8PJly7fP8q8mX88KmeJAdNrmW_LmmbH7vpy4MJXP29Xzxz2HlQU883Gl9rboWdRognDi_xz_Ik6wrQ9G4ExNFZzyX8xSZEEEslkB89dTj,,,,,,,,,,,,,,,,,,,,,https://componentsearchengine.com/part-view/0805Y2500471FCR/Knowles,,,NONE,C,,,,
2,5k1,ESP32_WROVER_EAGLE-LTSPICE_RR0402,ESP32_WROVER_EAGLE-LTSPICE_R0402,"R2-USB, R2-USB1","RESISTOR, European symbol",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9itd6HouwDNkBJ6EbvJG_W1dvQ33O37oQvrBIGmAmWf7WaTE1x7V-fhYVb8BzYSgNk10lRrx9ydF05rSu_yF-RcTLzrvVqKpyEMsu1tWML3F5NsDK3eYvMDWLFReFpcpYcQT6VJIIHxe2IkeuwFaNGGth_bPArqAVRLfjMYZDlSoV5_e61wrdrMeBLi53h3S0fpxDEX4TLvuLsi8JJGhgQx2voMmyqY6gjXW05FuTS5Qg0wN73a4RXBC7fJniBn8yriZXPMyggVMPVjL_9j3a1i4URi-pLFft7-_hLLLd0kX-uUouNvW0LzSWKkqNJlO6y1UWqDYMRLOE2dWFnrHj_3dksoFiwKXmoFw3sFOj5NXRaA6wxikMMMYZ3-gooWmAhCzEczgqDfXEQesLsiJT4-XFNfgt7LRuH9NmM38ieQHEqyxGFi6kd4X6I0KTHQLg2-V8XlyekPtBCU8gDdPBhOQ17Oj7rYC0lA0EcA__td0qxqTJ8t7VxJcv7gPOP6anfgCpsnupcmJj6zFPjIrtqj4NWwwbbecRBKOv7doyTdwmzqoyGGrGPY7DQKSHciWg8cX6Hc3D7dmNS4mPEOJOOKewle43KybI4UJMP_UcC5JA,,,,,,,,,,,,,,,,,,,,,https://componentsearchengine.com/part-view/R0402%201%25%20100%20K%20(RC0402FR-07100KL)/YAGEO,,,NONE,R,,,,
1,68uH,744043680IND_4828-WE-TPC_WRE,IND_4828-WE-TPC_WRE,L1,,,,,,,Copyright (C) 2024 Ultra Librarian. All rights reserved.,https://www.we-online.com/components/products/datasheet/744043680.pdf,,,,,,,744043680,,Wurth Electronics,,,,,,,,,,,,https://eu.mouser.com/ProductDetail/Wurth-Elektronik/744043680?qs=PGXP4M47uW6VkZq%252BkzjrHA%3D%3D,,,,,,,,
1,BD5229G-TR,BD5229G-TR,SOT95P280X125-5N,IC1,"Voltage Detector with Adjustable Delay Time: CMOS processes are utilized to develop high precision, low current consumption CMOS reset ICs that allow arbitrary setting of the delay time. The extensive lineup includes both Nch Open Drain and CMOS output types in a wide range of detection voltages (from 2.3V to 6.0V, in 0.1V steps), enabling selection of the ideal solution based on customer requirements. In addition, the entire series is of course both lead-free and RoHS-compliant.",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9jRihNQSXdSI3BytPQ01W2mbDl-BrHnDitFFECll9ZQTojC49rQmJNJKdgEcm3aSYjKEsMXPl-eGs-pMLJ6GfjQ2BiKCrz1Zc4X-qzG_VKV2vSzv5P64Ul7Il20ycllQHFjlUO2yTCSMr3lB_jTotw40hK-OEmTdpXx-FpzhJ86P5OvAlgiTQyMiC4Ffnw4yYxkQBVqaiFBg7qrqEqqVSG5v66qM9MTFYImVZ49_rSfStbzcxZuFs4E34nEuhMtfiLv73XN0MPNP_8SDUn4gYOfd2D69K7f8EasBV2rTRmNoH6mvceAHA0P3Cv8s6IaOOTvPS6jR1oAjYl8BoXRPWUJ5aLjnpvIINTY1WwHJCfgxYIdG_N4syc-r6Zk6suvYc31sqvLLuSSOT8tdE2JjOemnsC60ps8LwboHBeA2g6oA7NNs5-4F5aeZhiCtD42Z5ROwjQ2LlPtjcLlvpGBeHIItUY6A8k3oFuRSm1vUF3wN8_AuXjXENQ3hBxb6uKJO6IWX4DfXH-rBL1GXdAFk5fJOL8ToAbK603Fof1xxy6UwA,Voltage Detector with Adjustable Delay Time: CMOS processes are utilized to develop high precision, low current consumption CMOS reset ICs that allow arbitrary setting of the delay time. The extensive lineup includes both Nch Open Drain and CMOS output types in a wide range of detection voltages (from 2.3V to 6.0V, in 0.1V steps), enabling selection of the ideal solution based on customer requirements. In addition, the entire series is of course both lead-free and RoHS-compliant.,,,1.25mm,,ROHM Semiconductor,BD5229G-TR,,,755-BD5229G-TR,,,,,,,https://componentsearchengine.com/part-view/BD5229G-TR/ROHM%20Semiconductor,,,,,,,,
1,BME688,ESP32_WROVER_BME680_BME680,ESP32_WROVER_BME680_PSON80P300X300X100-8N,SENSOR2,Integrated Environmental Unit,,,Unavailable,,,,https://www.snapeda.com/parts/BME680/Bosch%20Sensortec/datasheet/, Integrated Environmental Unit ,,,,,,,Bosch Sensortec,,,,,,BME680,,LGA-8 Bosch Tools,,,None,,https://www.snapeda.com/parts/BME680/Bosch/view-part/?welcome=home,,,,,,,,
1,CPH3225A,CPH3225A,CAPCP3225X100N,C10_SUPERCAP,Cap 0.011F 3.3V 1210 Flat Check availability,,,Not in stock,,,,https://www.snapeda.com/parts/CPH3225A/Seiko%20Instruments/datasheet/, 11 mF (EDLC) Supercapacitor 3.3 V 1210 (3225 Metric) - - ,,,,,,,Seiko Instruments,,,,,,CPH3225A,,1210 Seiko,,,None,,https://www.snapeda.com/parts/CPH3225A/Seiko+Instruments/view-part/?ref=eda,,,,,,,,
1,DS3231SN#,DS3231SN#,SOIC127P1032X265-16N,U3,Real Time Clock Serial 16-Pin SOIC W T/R     Check availability,,,In Stock,,,,https://www.snapeda.com/parts/DS3231SN%23/Analog%20Devices/datasheet/, Extremely Accurate I涎-Integrated RTC/TCXO/Crystal ,,,,,,,Analog Devices,,,,,,DS3231SN#,,SOIC-16 Maxim,,,None,,https://www.snapeda.com/parts/DS3231SN%23/Analog+Devices/view-part/?ref=eda,,,,,,,,
1,ESP32-C6-WROOM-1-N8,ESP32-C6-WROOM-1-N8,XCVR_ESP32-C6-WROOM-1-N8,U2,Check availability,,,In Stock,,,,https://www.snapeda.com/parts/ESP32-C6-WROOM-1-N8/Espressif%20Systems/datasheet/, Multiprotocol Modules ESP32-C6 module, Wi-Fi 6 in 2.4 GHz band, Bluetooth 5, Zigbee 3.0 and Thread. ESP34-WROOM Compatible - ENGINEERING SAMPLE ,,,,,,,Espressif Systems,,,,,,ESP32-C6-WROOM-1-N8,,None,,https://www.snapeda.com/parts/ESP32-C6-WROOM-1-N8/Espressif+Systems/view-part/?ref=eda,None,,,,,,,
1,FH34SRJ-24S-0.5SH_99_,FH34SRJ-24S-0.5SH_99_,FH34SRJ24S05SH99,J1," (0.50mm) Surface Mount, Right Angle",,,,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9iB_3F6n5b2GpxjFkeCFGxjIjl2pAOVy2zcoQGQxuo036k82aGL63A7iug3M0vDx44b9y4q5Rgkc_UTcoUbz-EFKm35u_Pt-UF5-Qq6wcvjqqlBMb2f4RZCO7jxguRPFrgtzlu-fR4ingqEGNbtkagfE0rBzjLh92oZx50eVDJ4S4lYtlvL7eewixZfJaSGhszSFaidu3jZQN2CJ5l526is_Bln0SGRQRi7Gb6appE-IrQdh73ghyJapvhN_Gz1FnJ0ch-bk2kGv6AfSzLCX2TSYga1x68e32CNZt8xWLj3NfJVDOHS8ZS42zhawi9DWA1aRL3hvdnRcB352G10IL46169qwDsBVTcBHABUmJOZLUiFPAKnU5dw3RkOVJIhv6hb0GJ6_iu4F4MNWLmP2ofARWc8l_MUmRBBLJZAfPXU4w,24 Position FFC, FPC Connector Contacts, (0.50mm) Surface Mount, Right Angle,,,1.1mm,,Hirose,FH34SRJ-24S-0.5SH(99),,,798-FH34SRJ24S05SH99,,,,,,,,https://componentsearchengine.com/part-view/XC6220A331MR-G/Torex,,,,,,,,
1,MAX17048G+T10,MAX17048G+T10,SON50P200X200X80-9N,U4,Check availability,,,In Stock,,,,https://www.snapeda.com/parts/MAX17048G+T10/Analog%20Devices/datasheet/, 3渙 1-Cell/2-Cell Fuel Gauge with ModelGauge ,,,,,,,Analog Devices,,,,,,MAX17048G+T10,,TDFN-8 Maxim,,,None,,https://www.snapeda.com/parts/MAX17048G+T10/Analog+Devices/view-part/?ref=eda,,,,,,,,
3,MBR0530,MBR0530,SOD3716X135N,"D3, D4, D5","ON SEMICONDUCTOR - MBR0530 - DIODE, SCHOTTKY, 0.5A, 30V, SOD-123",,,In Stock,,,,https://ro.mouser.com/datasheet/2/40/schottky-3165252.pdf, Diode Schottky 30 V 500mA Surface Mount SOD-123 ,,,,,,,ON Semiconductor,,,,,,MBR0530,,SOD-123-2 ON Semiconductor,,,None,,https://eu.mouser.com/ProductDetail/KYOCERA-AVX/SD0805S020S1R0?qs=jCA%252BPfw4LHbpkAoSnwrdjw%3D%3D,,,,,,,,
6,PGB1010603MR,PGB1010603MR,DIOC1608X36N,"D6, D8, D9, D10, D11, D12",Check availability,,,In Stock,,,,https://www.snapeda.com/parts/PGB1010603MR/Littelfuse%20Inc./datasheet/, 150V (Typ) Clamp - Ipp Tvs Diode Surface Mount 0603 (1608 Metric) ,,,,,,,Littelfuse Inc.,,,,,,PGB1010603MR,,0603 Littelfuse Inc.,,,None,,https://www.snapeda.com/parts/PGB1010603MR/Littelfuse/view-part/?ref=eda,,,,,,,,
1,QWIIC_RIGHT_ANGLE,QWIIC_CONNECTORJS-1MM,JST04_1MM_RA,J3,SparkFun I2C Standard Qwiic Connector,,,,,,,,,,,,,,,,,,,,,,,,,,,CONN-13694,https://eu.mouser.com/ProductDetail/Adafruit/4208?qs=PzGy0jfpSMtbScLbr0L5dw%3D%3D,,,,,,,,QWIIC_RIGHT_ANGLE
2,SD0805S020S1R0,ESP32_WROVER_AVX---SD0805S020S1R0_AVX_SD0805S020S1R0_0_0AVX_SD0805S020S1R0_0_0,ESP32_WROVER_AVX---SD0805S020S1R0_AVX_SD0805S020S1R0_0,"D2, D7",Schottky Barrier Rectifier Diode,,,,No,,,http://datasheets.avx.com/schottky.pdf,,DIODE SCHOTTKY 20V 1A 0805,478-7800-1-ND,,yes,,,AVX,,581-SD0805S020S1R0,,,,,,0805 (2012 metric),,D,,,https://eu.mouser.com/ProductDetail/KYOCERA-AVX/SD0805S020S1R0?qs=jCA%252BPfw4LHbpkAoSnwrdjw%3D%3D,yes,,,,+125蚓,-55蚓,,
1,SI1308EDL-T1-GE3,SI1308EDL-T1-GE3,SOT65P210X110-3N,Q3,"MOSFET N-Ch 30V 1.5A TrenchFET SC70 Vishay Si1308EDL-T1-GE3 N-channel MOSFET Transistor, 1.5 A, 30 V, 3-Pin SC-70",,,In Stock,,,,https://analytics.supplyframe.com/trackingservlet/track/?r=0x34EY99PS_gIu2qWuzU9_U842M9-un2szqNoXX0OQ9lqbiEKGN3BJ73jgvlrgiXR89Peb0evqc4GXoUXllBhuC-t-jUChl_ve9sxyIbn9iAMyAqhHVNKsGe3pXOcOS5GeUpnYTHKSU1tSdDUz28FcNYpvUwKkT6-1c90QkYZSj1pAgze1HZwySGIaVntCe8evYTetZvHUr2i7oUyPyMJa1PdtSpW1re7v-7kKtr_uOfeYNMcNjLouXu8S9MGi6uiqcu-iYncJUKgdR71X7_E-Jlc8zKCBUw9WMv_2PdrWLhRGL6ksV-3v7-Esst3SRf65Si429bQvNJYqSo0mU7rLVRaoNgxEs4TZ1YWeseP_d2SygWLApeagXDewU6Pk1dhtChGasJptu_X1nFYtuw0ULMRzOCoN9cRB6wuyIlPj5cU1-C3stG4f02YzfyJ5AcSrLEYWLqR3hfojQpMdAuDb5XxeXJ6Q-0EJTyAN08GE6pEvvQQaaDiDZnDSaMvTi_jJTd1ASKLIri-KACGiFw5m8OPkD82bIIKi8Ws7ZEVePoW8nw_gi1w2cyDxUshEAF, Si1308EDL-T1-GE3 N-channel MOSFET Transistor, 1.5 A, 30 V, 3-Pin SC-70 | Siliconix / Vishay SI1308EDL-T1-GE3 ,,,,,,,Vishay Siliconix,,,,,,SI1308EDL-T1-GE3,,SOT-323 Vishay Semiconductor,,https://componentsearchengine.com/part-view/SI1308EDL-T1-GE3/Vishay,None,,,,,,,
17,TPTP20R,TPTP20R,TP20R,"TP1, TP2, TP3, TP4, TP5, TP6, TP7, TP8, TP9, TP10, TP11, TP12, TP13, TP14, TP15, TP16, TP17",Test pad,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Custom Model,,,,,,,,
1,USBLC6-2SC6Y,USBLC6-2SC6Y,SOT95P280X145-6N,D1,"Low Cap. ESD Protection Auto SOT-23-6 STMicroelectronics USBLC6-2SC6Y, Dual Uni-Directional TVS Diode Array, 6-Pin SOT-23",,,In Stock,,,,https://www.snapeda.com/parts/USBLC6-2SC6Y/STMicroelectronics/datasheet/, 17V Clamp 5A (8/20盜) Ipp Tvs Diode Surface Mount SOT-23-6 ,,,,,,,STMicroelectronics,,,,,,USBLC6-2SC6Y,,SOT-23-6 STMicroelectronics,,,None,,https://www.snapeda.com/parts/USBLC6-2SC6Y/STMicroelectronics/view-part/?ref=eda,,,,,,,,
1,W25Q512JVEIQ,W25Q512JVEIQ,SON127P600X800X80-9N,U1,Check availability,,,In Stock,,,,https://www.snapeda.com/parts/W25Q512JVEIQ/Winbond%20Electronics/datasheet/, FLASH - NOR Memory IC 512Mb (64M x 8) SPI - Quad I/O 133 MHz 8-WSON (8x6) ,,,,,,,Winbond Electronics,,,,,,W25Q512JVEIQ,,Package ,,,None,,https://www.snapeda.com/parts/W25Q512JVEIQ/Winbond+Electronics/view-part/?ref=eda,,,,,,,,
1,XC6220A331MR-G,XC6220A331MR-G,SOT95P280X120-5N,IC4,LDO Voltage Regulators,,,,,,,https://www.snapeda.com/parts/W25Q512JVEIQ/Winbond%20Electronics/datasheet/,LDO Voltage Regulators,,,1.2mm,,Torex,XC6220A331MR-G,,,865-XC6220A331MR-G,,,,,,,,,,,https://componentsearchengine.com/part-view/XC6220A331MR-G/Torex,,,,,,,,